avg_component_degree,bank_account_used_to_connect_claims,betweenness_centrality,claim_date,claim_id,claim_location_used_to_connect_claims,closeness_centrality,component_size,connections_info,degree_centrality,entropy_of_entity_types,insurer_address_used_to_connect_claims,insurer_email_used_to_connect_claims,insurer_license_plate_used_to_connect_claims,insurer_phone_number_used_to_connect_claims,num_shared_entities_with_other_claims,repair_shop_used_to_connect_claims,third_party_license_plate_used_to_connect_claims,unique_bank_accounts_in_component,unique_claim_locations_in_component,unique_insurer_addresss_in_component,unique_insurer_emails_in_component,unique_insurer_license_plates_in_component,unique_insurer_phone_numbers_in_component,unique_repair_shops_in_component,unique_third_party_license_plates_in_component
1.9555555555555555,0,0.6057082452431289,2024-07-03,a4b96898,0,0.2603550295857988,45,"[{""connected_to"": ""insurer_phone_number:600446081"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-03 00:00:00""}, {""connected_to"": ""bank_account:ES54532647"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-03 00:00:00""}, {""connected_to"": ""insurer_license_plate:CL9466"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-03 00:00:00""}, {""connected_to"": ""insurer_email:insured_27@mail.com"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-03 00:00:00""}, {""connected_to"": ""insurer_address:36 Avenida Central"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-03 00:00:00""}, {""connected_to"": ""repair_shop:repair_27"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-03 00:00:00""}, {""connected_to"": ""claim_location:Zone_78"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-03 00:00:00""}]",0.1590909090909091,2.0423670869023933,0,0,0,0,0,0,0,5,6,5,6,6,4,5,2
1.75,0,1.0,2024-07-03,d8033cc3,0,1.0,8,"[{""connected_to"": ""insurer_license_plate:LC4785"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-03 00:00:00""}, {""connected_to"": ""insurer_phone_number:600664650"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-03 00:00:00""}, {""connected_to"": ""insurer_email:insured_118@mail.com"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-03 00:00:00""}, {""connected_to"": ""insurer_address:39 Avenida Central"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-03 00:00:00""}, {""connected_to"": ""repair_shop:repair_31"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-03 00:00:00""}, {""connected_to"": ""bank_account:ES42953246"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-03 00:00:00""}, {""connected_to"": ""claim_location:Zone_16"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-03 00:00:00""}]",1.0,1.945910149055313,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
1.9090909090909092,0,0.5,2024-07-03,dbb83833,0,0.3442622950819672,22,"[{""connected_to"": ""bank_account:ES87084490"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-03 00:00:00""}, {""connected_to"": ""insurer_license_plate:EJ2984"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-03 00:00:00""}, {""connected_to"": ""insurer_phone_number:600997261"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-03 00:00:00""}, {""connected_to"": ""insurer_email:insured_101@mail.com"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-03 00:00:00""}, {""connected_to"": ""insurer_address:31 Avenida Central"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-03 00:00:00""}, {""connected_to"": ""repair_shop:repair_28"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-03 00:00:00""}, {""connected_to"": ""claim_location:Zone_64"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-03 00:00:00""}]",0.3333333333333333,1.945910149055313,0,0,0,0,0,0,0,2,3,3,3,3,2,3,0
1.975609756097561,0,0.612037037037037,2024-07-04,a25a1ebb,0,0.24324324324324326,82,"[{""connected_to"": ""bank_account:ES87084490"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-04 00:00:00""}, {""connected_to"": ""repair_shop:repair_38"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-04 00:00:00""}, {""connected_to"": ""insurer_phone_number:600335293"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-04 00:00:00""}, {""connected_to"": ""insurer_license_plate:DG3242"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-04 00:00:00""}, {""connected_to"": ""insurer_email:insured_108@mail.com"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-04 00:00:00""}, {""connected_to"": ""insurer_address:12 Avenida Central"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-04 00:00:00""}, {""connected_to"": ""claim_location:Zone_32"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-04 00:00:00""}, {""connected_to"": ""third_party_license_plate:KD4732"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-04 00:00:00""}]",0.09876543209876543,2.0465094824507832,0,0,0,0,0,0,0,8,11,10,11,11,7,9,4
2.022727272727273,0,0.12812973358282104,2024-07-04,ab824ba6,0,0.21323529411764705,88,"[{""connected_to"": ""insurer_phone_number:600335293"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-04 00:00:00""}, {""connected_to"": ""repair_shop:repair_33"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-04 00:00:00""}, {""connected_to"": ""insurer_address:12 Avenida Central"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-04 00:00:00""}, {""connected_to"": ""insurer_license_plate:PD7111"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-04 00:00:00""}, {""connected_to"": ""insurer_email:insured_10@mail.com"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-04 00:00:00""}, {""connected_to"": ""bank_account:ES54795355"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-04 00:00:00""}, {""connected_to"": ""claim_location:Zone_35"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-04 00:00:00""}, {""connected_to"": ""third_party_license_plate:OO4562"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-04 00:00:00""}]",0.09195402298850575,2.052913356874134,0,0,0,0,0,0,0,9,12,10,12,12,7,9,5
2.019230769230769,0,0.2644203312392918,2024-07-04,b9d5e6dc,0,0.15749235474006115,104,"[{""connected_to"": ""insurer_license_plate:EL1845"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-04 00:00:00""}, {""connected_to"": ""claim_location:Zone_78"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-04 00:00:00""}, {""connected_to"": ""insurer_phone_number:600621704"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-04 00:00:00""}, {""connected_to"": ""insurer_email:insured_75@mail.com"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-04 00:00:00""}, {""connected_to"": ""insurer_address:38 Avenida Central"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-04 00:00:00""}, {""connected_to"": ""repair_shop:repair_7"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-04 00:00:00""}, {""connected_to"": ""bank_account:ES73593231"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-04 00:00:00""}, {""connected_to"": ""third_party_license_plate:FA6037"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-04 00:00:00""}]",0.07766990291262135,2.0611128325795947,0,0,0,0,0,0,0,11,13,12,14,13,9,11,7
2.0168067226890756,0,0.220049253947559,2024-07-06,1b005a35,0,0.1112158341187559,119,"[{""connected_to"": ""bank_account:ES67781085"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}, {""connected_to"": ""insurer_phone_number:600664650"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}, {""connected_to"": ""insurer_license_plate:BB6528"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}, {""connected_to"": ""insurer_email:insured_34@mail.com"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}, {""connected_to"": ""insurer_address:34 Avenida Central"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}, {""connected_to"": ""repair_shop:repair_0"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}, {""connected_to"": ""claim_location:Zone_8"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}, {""connected_to"": ""third_party_license_plate:JK4959"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}]",0.06779661016949153,2.0611128325795947,0,0,0,0,0,0,0,12,15,14,16,15,10,13,8
2.0483870967741935,0,0.3080323426185081,2024-07-06,2db8cd46,0,0.2,124,"[{""connected_to"": ""insurer_address:5 Avenida Central"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}, {""connected_to"": ""bank_account:ES87084490"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}, {""connected_to"": ""insurer_phone_number:600621704"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}, {""connected_to"": ""insurer_license_plate:PC6530"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}, {""connected_to"": ""insurer_email:insured_85@mail.com"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}, {""connected_to"": ""repair_shop:repair_16"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}, {""connected_to"": ""claim_location:Zone_46"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}]",0.05691056910569106,2.0584554307410454,0,0,0,0,0,0,0,12,16,14,17,16,10,14,8
2.0930232558139537,0,0.21652210465879246,2024-07-06,4c287ede,0,0.17320703653585928,129,"[{""connected_to"": ""insurer_address:18 Avenida Central"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}, {""connected_to"": ""claim_location:Zone_12"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}, {""connected_to"": ""insurer_phone_number:600596153"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}, {""connected_to"": ""bank_account:ES42953246"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}, {""connected_to"": ""insurer_license_plate:EF7402"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}, {""connected_to"": ""insurer_email:insured_84@mail.com"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}, {""connected_to"": ""repair_shop:repair_11"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}, {""connected_to"": ""third_party_license_plate:AF6232"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}]",0.0625,2.0611128325795947,0,0,0,0,0,0,0,12,16,14,18,17,10,15,9
2.088235294117647,0,0.08723051409618574,2024-07-06,4cb83c72,0,0.11668107173725151,136,"[{""connected_to"": ""insurer_address:34 Avenida Central"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}, {""connected_to"": ""insurer_license_plate:LP4677"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}, {""connected_to"": ""insurer_phone_number:600809302"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}, {""connected_to"": ""insurer_email:insured_41@mail.com"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}, {""connected_to"": ""repair_shop:repair_25"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}, {""connected_to"": ""bank_account:ES14234477"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}, {""connected_to"": ""claim_location:Zone_13"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}]",0.05185185185185186,2.0587467377057496,0,0,0,0,0,0,0,13,17,14,19,18,11,16,9
2.097902097902098,0,0.128567861067112,2024-07-06,51ef5249,0,0.19694868238557559,143,"[{""connected_to"": ""insurer_address:5 Avenida Central"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}, {""connected_to"": ""insurer_phone_number:600335293"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}, {""connected_to"": ""insurer_license_plate:PA7291"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}, {""connected_to"": ""insurer_email:insured_197@mail.com"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}, {""connected_to"": ""repair_shop:repair_23"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}, {""connected_to"": ""bank_account:ES38273233"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}, {""connected_to"": ""claim_location:Zone_45"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}, {""connected_to"": ""third_party_license_plate:CF3049"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}]",0.056338028169014086,2.0611128325795947,0,0,0,0,0,0,0,14,18,14,20,19,11,17,10
2.1153846153846154,0,0.2257559798112793,2024-07-06,5adc9a25,0,0.17734553775743708,156,"[{""connected_to"": ""repair_shop:repair_32"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}, {""connected_to"": ""bank_account:ES82859036"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}, {""connected_to"": ""insurer_address:16 Avenida Central"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}, {""connected_to"": ""insurer_phone_number:600809302"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}, {""connected_to"": ""insurer_license_plate:BH5441"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}, {""connected_to"": ""insurer_email:insured_137@mail.com"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}, {""connected_to"": ""claim_location:Zone_50"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}]",0.04516129032258064,2.0611128325795947,0,0,0,0,0,0,0,15,20,15,22,21,12,18,11
2.123456790123457,0,0.09683738169180714,2024-07-06,5d452b93,0,0.14948932219127206,162,"[{""connected_to"": ""claim_location:Zone_55"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}, {""connected_to"": ""bank_account:ES67781085"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}, {""connected_to"": ""insurer_license_plate:KF7403"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}, {""connected_to"": ""insurer_phone_number:600768374"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}, {""connected_to"": ""insurer_email:insured_32@mail.com"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}, {""connected_to"": ""insurer_address:17 Avenida Central"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}, {""connected_to"": ""repair_shop:repair_14"", ""via"": null, ""value"": null, ""timestamp"": ""2024-07-06 00:00:00""}]",0.043478260869565216,2.059172286317086,0,0,0,0,0,0,0,15,20,16,23,22,13,19,11
