insurer_phone_number,n_claims,fraud_rate
34600001170,3,0.0
34600001172,1,0.0
34600001174,1,0.0
34600001175,2,0.0
34600001176,2,0.5
34600001177,3,0.3333333333333333
34600001179,1,0.0
34600001180,3,0.0
34600001181,1,1.0
34600001182,1,0.0
34600001183,1,0.0
34600001184,2,0.0
34600001185,1,0.0
34600001186,2,0.0
34600001187,2,0.0
34600001188,2,0.0
34600001189,2,0.0
34600001190,2,0.0
34600001191,2,0.0
34600001192,1,0.0
34600001193,2,0.5
34600001194,1,0.0
34600001195,1,0.0
34600001196,2,0.5
34600001197,1,0.0
34600001198,2,0.5
34600001199,1,0.0
34600001202,2,0.0
34600001205,2,0.0
34600001206,7,0.42857142857142855
34600001208,1,0.0
34600001211,1,0.0
34600001213,2,0.0
34600001216,3,0.0
34600001218,3,0.0
34600001220,2,0.0
34600001221,1,0.0
34600001222,1,0.0
34600001223,1,0.0
34600001226,1,0.0
34600001227,4,0.0
34600001229,6,0.3333333333333333
34600001230,1,0.0
34600001231,2,0.0
34600001233,1,0.0
34600001234,1,0.0
34600001236,4,0.25
34600001237,1,0.0
34600001239,1,0.0
34600001241,4,0.25
34600001242,2,0.0
34600001243,1,1.0
34600001244,4,0.0
34600001245,1,0.0
34600001247,1,0.0
34600001248,2,0.0
34600001249,2,0.0
34600001250,1,0.0
34600001253,1,0.0
34600001254,1,0.0
34600001255,1,0.0
34600001256,1,0.0
34600001258,4,0.0
34600001259,1,0.0
34600001260,1,1.0
34600001261,4,0.0
34600001262,1,1.0
34600001263,2,0.0
34600001264,1,1.0
34600001265,2,0.0
34600001266,1,0.0
34600001267,2,0.0
34600001268,1,0.0
34600001270,3,0.6666666666666666
34600001276,4,0.0
34600001278,4,0.25
34600001279,2,0.0
34600001280,1,0.0
34600001282,2,0.0
34600001283,2,0.0
34600001284,2,0.0
34600001285,1,0.0
34600001286,1,0.0
34600001289,2,0.0
34600001290,1,0.0
34600001293,2,0.0
34600001294,1,0.0
34600001295,3,0.0
34600001296,1,0.0
34600001297,1,1.0
34600001298,2,0.0
34600001301,2,0.0
34600001305,1,0.0
34600001309,2,0.0
34600001310,1,0.0
34600001311,1,1.0
34600001312,2,0.0
34600001313,1,0.0
34600001316,1,0.0
34600001317,1,1.0
34600001318,1,1.0
34600001319,4,0.25
34600001320,3,0.3333333333333333
34600001321,2,0.0
34600001323,3,0.3333333333333333
34600001324,2,0.0
34600001325,3,0.0
34600001326,2,0.0
34600001327,3,0.0
34600001328,2,0.5
34600001329,2,0.0
34600001330,2,0.0
34600001333,1,0.0
34600001335,1,0.0
34600001336,5,0.2
34600001337,1,0.0
34600001338,2,0.0
34600001339,1,0.0
34600001341,2,0.0
34600001342,1,0.0
34600001346,1,1.0
34600001347,1,0.0
34600001348,2,0.0
34600001349,1,0.0
34600001350,1,0.0
34600001352,1,0.0
34600001353,1,0.0
34600001354,1,1.0
34600001355,2,0.5
34600001361,1,0.0
34600001362,1,0.0
34600001363,2,0.0
34600001366,2,0.5
34600001367,1,1.0
34600001368,1,0.0
34600001371,2,0.0
34600001373,2,0.0
34600001375,1,0.0
34600001376,1,0.0
34600001377,5,0.0
34600001378,1,0.0
34600001379,2,0.0
34600001380,2,0.0
34600001381,2,0.0
34600001385,2,0.5
34600001391,2,0.0
34600001392,2,0.0
34600001393,1,0.0
34600001394,1,1.0
34600001395,3,0.0
34600001396,1,0.0
34600001399,1,0.0
34600001400,1,0.0
34600001401,1,1.0
34600001404,7,0.2857142857142857
34600001406,1,0.0
34600001407,3,0.0
34600001408,2,0.0
34600001409,2,0.0
34600001410,1,1.0
34600001411,2,0.0
34600001417,1,0.0
34600001418,2,0.0
34600001419,2,0.0
34600001420,1,0.0
34600001423,1,0.0
34600001424,1,0.0
34600001425,2,0.0
34600001426,1,0.0
34600001427,5,0.0
34600001428,2,0.0
34600001431,3,0.0
34600001432,1,0.0
34600001434,3,0.3333333333333333
34600001436,3,0.3333333333333333
34600001437,2,0.0
34600001441,1,0.0
34600001442,1,0.0
34600001444,1,1.0
34600001445,1,0.0
34600001448,1,0.0
34600001452,4,0.0
34600001453,1,0.0
34600001456,2,0.0
34600001457,1,0.0
34600001458,2,0.0
34600001459,1,0.0
34600001462,1,0.0
34600001465,1,0.0
34600001467,1,0.0
34600001469,3,0.0
34600001470,5,0.2
34600001472,1,0.0
34600001474,2,0.0
34600001475,1,0.0
34600001476,2,0.0
34600001477,2,0.0
34600001478,1,0.0
34600001479,3,0.0
34600001480,1,0.0
34600001483,1,0.0
34600001484,1,0.0
34600001485,1,0.0
34600001487,2,0.0
34600001488,2,0.5
34600001490,1,0.0
34600001491,3,0.0
34600001492,2,0.0
34600001494,1,0.0
34600001498,1,0.0
34600001499,2,0.0
34600001501,1,0.0
34600001502,2,0.5
34600001503,1,0.0
34600001505,1,0.0
34600001507,1,0.0
34600001509,1,0.0
34600001510,2,0.0
34600001512,1,0.0
34600001513,5,0.2
34600001514,1,0.0
34600001515,2,0.0
34600001517,1,1.0
34600001518,1,0.0
34600001520,1,0.0
34600001521,1,0.0
34600001522,1,0.0
34600001525,1,0.0
34600001526,1,0.0
34600001527,1,0.0
34600001528,2,0.0
34600001531,5,0.0
34600001532,2,0.0
34600001534,2,0.0
34600001535,1,0.0
34600001536,2,0.0
34600001537,1,0.0
34600001539,3,0.0
34600001540,2,0.0
34600001541,1,0.0
34600001542,1,0.0
34600001543,2,0.5
34600001546,2,0.5
34600001547,2,0.0
34600001549,2,0.5
34600001550,1,0.0
34600001551,1,0.0
34600001553,2,0.5
34600001554,3,0.0
34600001555,5,0.0
34600001556,3,0.0
34600001558,1,0.0
34600001559,2,0.0
34600001560,2,0.0
34600001561,2,0.0
34600001562,4,0.0
34600001563,1,0.0
34600001564,2,0.0
34600001567,1,0.0
34600001568,1,0.0
34600001569,3,0.0
34600001570,1,0.0
34600001571,2,0.0
34600001572,1,0.0
34600001573,1,0.0
34600001574,1,0.0
34600001577,1,1.0
34600001578,1,0.0
34600001581,3,0.0
34600001583,2,0.0
34600001584,4,0.0
34600001586,1,0.0
34600001587,1,0.0
34600001589,1,0.0
34600001590,1,0.0
34600001591,1,0.0
34600001592,2,0.0
34600001593,2,0.5
34600001596,1,0.0
34600001598,1,0.0
34600001599,1,1.0
34600001603,1,0.0
34600001604,2,0.0
34600001606,3,0.0
34600001607,1,0.0
34600001608,3,0.0
34600001609,1,0.0
34600001611,2,0.0
34600001613,4,0.0
34600001614,1,0.0
34600001616,4,0.0
34600001618,1,0.0
34600001619,1,0.0
34600001620,3,0.0
34600001622,1,0.0
34600001623,2,0.0
34600001624,3,0.0
34600001627,2,0.0
34600001629,2,0.0
34600001630,1,0.0
34600001634,1,0.0
34600001636,2,0.0
34600001637,2,0.0
34600001639,1,0.0
34600001640,1,0.0
34600001641,3,0.6666666666666666
34600001643,2,0.0
34600001644,1,0.0
34600001645,1,0.0
34600001646,4,0.25
34600001647,1,1.0
34600001649,3,0.0
34600001650,1,0.0
34600001651,1,0.0
34600001653,3,0.0
34600001654,1,0.0
34600001655,1,0.0
34600001656,1,0.0
34600001659,1,0.0
34600001662,7,0.14285714285714285
34600001663,3,0.0
34600001664,1,1.0
34600001668,1,0.0
34600001670,1,0.0
34600001671,1,0.0
34600001674,1,0.0
34600001675,1,0.0
34600001676,4,0.0
34600001677,2,0.0
34600001678,2,0.0
34600001680,1,0.0
34600001681,3,0.0
34600001682,2,0.0
34600001683,1,0.0
34600001684,2,0.0
34600001685,1,0.0
34600001686,1,0.0
34600001687,1,0.0
34600001688,1,0.0
34600001689,1,1.0
34600001691,2,0.5
34600001692,1,0.0
34600001693,6,0.16666666666666666
34600001694,1,0.0
34600001695,1,0.0
34600001696,6,0.3333333333333333
34600001697,1,0.0
34600001698,3,0.0
34600001701,1,0.0
34600001702,3,0.0
34600001703,4,0.25
34600001704,2,0.5
34600001705,2,0.5
34600001706,1,1.0
34600001707,1,0.0
34600001708,1,0.0
34600001709,3,0.0
34600001711,4,0.0
34600001712,2,0.0
34600001713,1,1.0
34600001714,1,0.0
34600001715,2,0.0
34600001716,2,0.0
34600001717,1,0.0
34600001719,1,0.0
34600001720,4,0.0
34600001722,1,0.0
34600001724,1,0.0
34600001725,2,0.0
34600001726,1,0.0
34600001727,2,0.0
34600001728,2,0.0
34600001730,1,0.0
34600001731,2,0.0
34600001733,2,0.0
34600001734,1,0.0
34600001735,1,0.0
34600001736,1,0.0
34600001737,1,0.0
34600001738,1,0.0
34600001739,1,0.0
34600001740,2,0.0
34600001741,1,0.0
34600001742,2,0.0
34600001743,2,0.0
34600001744,2,0.0
34600001746,3,0.3333333333333333
34600001748,2,0.0
34600001749,1,0.0
34600001750,1,0.0
34600001751,2,0.0
34600001753,1,0.0
34600001754,2,0.0
34600001755,1,0.0
34600001756,4,0.25
34600001757,2,0.0
34600001758,1,1.0
34600001759,1,0.0
34600001761,1,0.0
34600001762,1,0.0
34600001763,3,0.0
34600001764,1,0.0
34600001768,2,0.0
34600001770,3,0.0
34600001771,2,0.0
34600001772,5,0.0
34600001773,3,0.0
34600001774,1,0.0
34600001775,2,0.5
34600001776,2,0.5
34600001777,1,0.0
34600001778,1,0.0
34600001779,1,0.0
34600001782,1,0.0
34600001785,1,0.0
34600001786,2,0.0
34600001787,4,0.0
34600001788,1,0.0
34600001789,1,0.0
34600001790,3,0.3333333333333333
34600001792,3,0.3333333333333333
34600001793,3,0.0
34600001795,1,0.0
34600001796,1,0.0
34600001799,1,0.0
34600001800,1,0.0
34600001801,2,0.0
34600001802,1,0.0
34600001803,1,0.0
34600001804,1,0.0
34600001807,2,0.0
34600001808,2,0.0
34600001811,1,0.0
34600001812,1,0.0
34600001813,1,0.0
34600001814,2,0.5
34600001816,1,0.0
34600001820,3,0.6666666666666666
34600001822,2,0.0
34600001823,4,0.5
34600001824,3,0.0
34600001826,1,1.0
34600001832,1,0.0
34600001835,1,0.0
34600001836,1,1.0
34600001837,1,0.0
